,Departamento de residencia | Grupos de causas de defunción (Lista Colombia 105 para la tabulación de mortalidad),,TOTAL,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 dias,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2025,defunciones,Cuadro12
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2025,defunciones,Cuadro12
3.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",407,205,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,2,1,0,6,3,0,1,4,0,4,2,0,8,5,0,4,4,0,4,10,0,3,3,0,7,0,0,4,7,0,5,9,0,10,7,0,10,9,0,15,16,0,14,16,0,21,18,0,29,26,0,29,27,0,17,19,0,8,12,0,0,2,0,0,0,0,2025,defunciones,Cuadro12
3.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",384,169,215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,3,2,0,0,3,0,4,4,0,1,3,0,0,3,0,4,3,0,5,5,0,6,9,0,11,8,0,10,9,0,5,9,0,7,12,0,6,8,0,15,11,0,14,10,0,15,16,0,15,17,0,16,23,0,12,22,0,13,16,0,3,10,0,3,5,0,0,1,0,0,0,0,2025,defunciones,Cuadro12
3.0,,041 Diabetes mellitus,5027,2408,2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,5,7,0,7,14,0,13,15,0,12,17,0,28,27,0,36,29,0,77,51,0,99,98,0,158,135,0,233,178,0,315,301,0,345,319,0,345,346,0,300,391,0,246,340,0,134,244,0,45,86,0,8,14,0,0,0,0,2025,defunciones,Cuadro12
3.0,,042 Deficiencias nutricionales,1122,611,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,6,0,15,16,0,3,0,0,0,1,0,2,0,0,5,1,0,6,2,0,9,1,0,18,1,0,10,3,0,10,12,0,10,8,0,10,6,0,17,11,0,32,12,0,45,19,0,57,32,0,69,58,0,109,82,0,67,86,0,59,65,0,17,58,0,11,16,0,0,0,0,2025,defunciones,Cuadro12
3.0,,043 Todas las demás enfermedades endocrinas y nutricionales,1768,916,851,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,2,0,1,2,0,0,6,0,2,5,0,4,4,0,3,3,0,6,5,0,9,10,0,12,10,0,19,9,0,23,14,0,32,22,0,39,25,0,69,39,0,72,62,0,95,66,0,116,69,0,113,98,1,107,93,0,108,132,0,50,87,0,24,64,0,5,21,0,0,0,0,2025,defunciones,Cuadro12
3.0,,044 Trastornos mentales y del comportamiento,1302,566,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,0,0,9,2,0,7,5,0,7,2,0,11,8,0,6,7,0,19,5,0,21,8,0,30,27,0,52,31,0,59,45,0,85,99,0,113,159,0,80,168,0,52,130,0,8,38,0,0,0,0,2025,defunciones,Cuadro12
3.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,317,201,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,1,0,0,1,1,0,3,2,0,5,3,0,5,5,0,12,4,0,11,5,0,9,6,0,6,4,0,16,8,0,13,4,0,13,14,0,19,8,0,16,10,0,19,12,0,12,9,0,15,5,0,10,8,0,8,2,0,0,1,0,0,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,717,418,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,2,0,3,1,0,1,4,0,8,3,0,3,4,0,17,7,0,25,12,0,28,13,0,24,18,0,34,19,0,24,17,0,26,17,0,33,12,0,27,23,0,27,18,0,37,21,0,25,21,0,25,17,0,17,22,0,17,28,0,8,9,0,3,4,0,2,2,0,0,0,0,2025,defunciones,Cuadro12
3.0,,047 Todas las demás enfermedades del sistema nervioso,4745,2064,2681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,6,0,10,8,0,23,12,0,36,13,0,45,27,0,45,23,0,31,14,0,33,13,0,25,24,0,33,25,0,45,30,0,39,36,0,60,56,0,91,78,0,122,134,0,204,184,0,286,304,0,306,399,0,311,502,0,223,495,0,71,250,0,15,44,0,0,0,0,2025,defunciones,Cuadro12
3.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",29,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,1,2,0,1,2,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2025,defunciones,Cuadro12
3.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,65,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,0,2,0,0,0,3,0,6,4,0,1,2,0,3,8,0,4,4,0,3,5,0,2,3,0,1,4,0,0,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,050 Enfermedades hipertensivas,5412,2589,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,3,0,5,2,0,8,4,0,6,6,0,14,10,0,22,22,0,36,33,0,57,30,0,83,60,0,150,106,0,198,142,0,273,204,0,371,326,0,428,444,0,431,569,0,317,509,0,161,283,0,25,69,0,0,0,0,2025,defunciones,Cuadro12
3.0,,051 Enfermedades isquémicas del corazón,28084,15293,12790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,22,9,0,35,12,0,40,17,0,80,31,0,169,66,0,280,123,0,425,195,0,708,352,0,1225,535,0,1616,804,0,1971,1118,0,2150,1512,1,2158,1950,0,2130,2362,0,1468,2235,0,650,1098,0,163,369,0,0,0,0,2025,defunciones,Cuadro12
3.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,693,275,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,3,0,5,5,0,2,4,0,5,5,0,6,12,0,4,16,0,7,19,0,13,18,0,21,23,0,25,30,0,20,34,0,28,45,0,41,46,0,34,48,0,27,47,0,24,42,0,9,14,0,2,3,0,0,0,0,2025,defunciones,Cuadro12
3.0,,053 Todas las demás formas de enfermedad del corazón,3056,1627,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,3,0,5,2,0,1,0,0,3,7,0,8,10,0,11,7,0,14,9,0,19,5,0,24,20,0,32,11,0,33,22,0,40,24,0,54,40,0,76,52,0,127,81,0,172,93,0,193,139,0,229,175,0,238,218,0,200,247,0,90,174,0,41,64,0,12,24,0,0,0,0,2025,defunciones,Cuadro12
3.0,,054 Insuficiencia cardíaca,1158,622,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,2,0,0,4,4,0,8,4,0,11,5,0,20,7,0,24,21,0,46,21,0,59,44,0,57,47,0,101,59,0,104,93,0,87,106,0,66,77,0,30,32,0,2,11,0,0,0,0,2025,defunciones,Cuadro12
3.0,,055 Enfermedades cerebrovasculares,9900,4796,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,3,0,0,6,5,0,10,9,0,15,10,0,27,20,0,24,31,0,46,46,0,60,69,0,98,110,0,146,136,0,235,218,0,351,263,0,484,434,0,593,504,0,707,662,0,780,760,0,645,914,0,408,586,0,135,268,0,20,57,0,0,0,0,2025,defunciones,Cuadro12
3.0,,056 Aterosclerosis,41,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,1,2,0,0,3,0,3,3,0,6,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,057 Aneurisma aórtico,970,637,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,1,0,7,4,0,13,5,0,24,5,0,12,5,0,34,16,0,59,22,0,87,30,0,128,48,0,88,63,0,81,68,0,63,40,0,25,17,0,8,5,0,2,2,0,0,0,0,2025,defunciones,Cuadro12
3.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,1110,497,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,1,3,0,4,4,0,9,5,0,10,9,0,11,15,0,14,27,0,20,21,0,24,29,0,49,34,0,45,54,0,67,67,0,68,64,0,63,74,0,60,82,0,35,74,0,12,39,0,4,7,0,0,0,0,2025,defunciones,Cuadro12
3.0,,059 Neumonía,6732,3544,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,26,17,0,14,11,0,9,9,0,6,18,0,7,9,0,13,7,0,20,8,0,32,20,0,38,27,0,47,24,0,52,37,0,80,44,0,83,46,0,112,67,0,132,107,0,217,125,0,292,213,0,393,264,0,416,373,0,510,454,0,528,530,0,329,479,0,153,243,0,34,55,0,0,0,0,2025,defunciones,Cuadro12
3.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,10762,5555,5207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,3,0,4,0,0,4,2,0,1,0,0,2,5,0,10,4,0,11,6,0,4,13,0,19,5,0,18,13,0,42,19,0,105,58,0,247,138,0,457,246,0,686,387,0,837,608,0,960,797,0,981,1155,0,783,1032,0,329,553,0,52,161,0,0,0,0,2025,defunciones,Cuadro12
3.0,,061 Enfermedades del pulmón debidas a agentes externos,918,432,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,0,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,6,1,0,5,1,0,3,2,0,1,2,0,7,3,0,13,6,0,5,9,0,16,9,0,36,22,0,39,27,0,50,43,0,75,84,0,80,105,0,55,98,0,25,54,0,9,12,0,0,0,0,2025,defunciones,Cuadro12
3.0,,062 Todas las demás enfermedades del sistema respiratorio,2228,1205,1023,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,18,13,0,8,6,0,4,1,0,1,5,0,5,2,0,8,10,0,13,6,0,10,11,0,12,7,0,9,12,0,20,12,0,21,18,0,29,27,0,36,31,0,63,37,0,81,54,0,133,83,0,141,106,0,169,117,0,152,132,0,145,150,0,79,114,0,34,55,0,11,14,0,0,0,0,2025,defunciones,Cuadro12
3.0,,063 Úlcera,742,421,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,2,0,0,6,3,0,9,3,0,10,3,0,8,3,0,14,3,0,21,6,0,35,14,0,46,19,0,49,35,0,47,39,0,62,48,0,60,67,0,32,47,0,11,24,0,7,4,0,0,0,0,2025,defunciones,Cuadro12
3.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,512,253,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,2,0,1,1,0,0,2,0,4,0,0,3,1,0,2,1,0,2,4,0,6,4,0,7,6,0,14,6,0,24,15,0,27,16,0,35,31,0,37,51,0,45,52,0,32,44,0,8,16,0,0,5,0,0,0,0,2025,defunciones,Cuadro12
3.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",1574,841,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,3,1,0,0,1,0,3,4,0,7,3,0,6,7,0,7,9,0,10,8,0,14,8,0,23,13,0,18,15,0,18,13,0,32,18,0,44,42,0,82,60,0,126,85,0,115,103,0,132,119,0,108,121,0,62,76,0,23,22,0,2,4,0,0,0,0,2025,defunciones,Cuadro12
3.0,,066 Enfermedades del hígado,2029,1128,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,2,0,0,3,0,0,2,1,0,8,5,0,9,4,0,15,14,0,20,12,0,34,22,0,60,22,0,77,39,0,112,56,0,137,119,0,178,130,0,155,139,0,129,110,0,87,109,0,65,64,0,24,37,0,6,12,0,2,3,0,0,0,0,2025,defunciones,Cuadro12
3.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",1533,688,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,4,0,5,4,0,12,4,0,16,7,0,16,16,0,13,20,0,37,23,0,50,41,0,52,56,0,70,76,0,72,82,0,84,110,0,109,146,0,92,138,0,42,81,0,15,29,0,0,6,0,0,0,0,2025,defunciones,Cuadro12
3.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",1122,531,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,2,0,0,1,1,0,5,0,0,3,1,0,6,3,0,3,4,0,7,4,0,9,6,0,9,2,0,12,15,0,24,22,0,35,25,0,41,38,0,57,63,0,63,66,0,81,77,0,76,97,0,56,87,0,27,51,0,8,20,0,2,7,0,0,0,0,2025,defunciones,Cuadro12
3.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,597,298,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,2,3,0,6,3,0,3,2,0,8,6,0,10,6,0,5,13,0,8,11,0,12,12,0,16,14,0,22,22,0,33,26,0,42,40,0,49,43,0,36,29,0,19,40,0,16,20,0,4,5,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,070 Hemorragia gastrointestinal,801,423,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,4,1,0,2,1,0,7,0,0,2,0,0,16,4,0,15,4,0,25,11,0,38,26,0,64,44,0,51,43,0,52,70,0,69,62,0,49,70,0,18,32,0,4,9,0,0,0,0,2025,defunciones,Cuadro12
3.0,,071 Enfermedades de la piel y del tejido subcutáneo,1270,555,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,1,3,0,1,3,0,6,5,0,4,2,0,5,8,0,7,14,0,14,14,0,23,15,0,27,30,0,42,41,0,59,52,0,68,53,0,74,80,0,81,109,0,78,116,0,46,102,0,15,49,0,0,16,0,0,0,0,2025,defunciones,Cuadro12
3.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,1395,468,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3,4,0,3,5,0,3,18,0,10,17,0,12,24,0,11,30,0,8,38,0,21,27,0,20,43,0,23,45,0,29,59,0,39,86,0,50,73,0,48,87,0,62,82,0,40,75,0,53,95,0,18,66,0,14,42,0,0,8,0,0,0,0,2025,defunciones,Cuadro12
3.0,,073 Enfermedades glomerulares y tubulointersticiales,345,133,212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,2,3,0,3,1,0,3,1,0,2,6,0,2,3,0,0,10,0,5,12,0,5,17,0,11,14,0,9,22,0,11,21,0,18,32,0,22,22,0,18,17,0,12,16,0,2,9,0,0,2,0,0,0,0,2025,defunciones,Cuadro12
3.0,,074 Insuficiencia renal,1311,735,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,2,0,0,3,1,0,4,2,0,16,7,0,8,12,0,13,8,0,10,16,0,13,22,0,33,22,0,60,27,0,68,38,0,87,68,0,94,65,0,117,78,0,118,86,0,63,72,0,19,35,0,5,12,0,0,0,0,2025,defunciones,Cuadro12
3.0,,075 Todas las demás enfermedades del sistema urinario,2300,1002,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,4,0,0,2,3,0,2,2,0,5,4,0,4,5,0,8,7,0,9,8,0,7,21,0,11,24,0,31,32,0,49,57,0,72,77,0,100,116,0,129,171,0,205,204,0,165,234,0,138,206,0,52,97,0,8,25,0,0,0,0,2025,defunciones,Cuadro12
3.0,,076 Hiperplasia de la próstata,429,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,24,0,0,60,0,0,70,0,0,70,0,0,82,0,0,70,0,0,32,0,0,8,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,077 Trastornos de los órganos genitales,124,56,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,0,1,2,0,2,3,0,1,5,0,2,2,0,2,6,0,0,2,0,6,3,0,5,6,0,9,6,0,15,6,0,3,5,0,6,9,0,1,3,0,2,2,0,0,2,0,0,0,0,2025,defunciones,Cuadro12
3.0,,"078 Embarazo, parto y puerperio",174,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,35,0,0,34,0,0,39,0,0,23,0,0,16,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,72,46,26,0,7,1,0,9,4,0,19,9,0,10,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,140,81,58,1,16,9,1,18,14,0,28,21,0,17,12,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",58,28,30,0,7,8,0,6,5,0,6,10,0,3,2,0,0,1,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,082 Trastornos respiratorios específicos del período perinatal,566,327,239,0,15,9,0,49,36,0,125,93,0,68,46,0,3,3,0,38,38,0,12,7,0,4,1,0,4,0,0,2,0,0,2,0,0,1,2,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,71,40,31,0,0,0,0,6,3,0,17,16,0,11,9,0,0,1,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,084 Infecciones específicas del período perinatal,260,149,111,0,2,0,0,13,10,0,59,47,0,52,46,0,3,1,0,19,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,085 Enterocolitis necrotizante del feto y del recién nacido,79,45,34,0,0,0,0,0,0,0,8,3,0,22,22,0,0,0,0,14,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,086 Todas las demás afecciones originadas en el período perinatal,192,103,89,0,7,6,0,5,13,0,40,31,0,35,21,0,2,1,0,7,8,0,1,2,0,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,087 Malformaciones congénitas del sistema circulatorio,487,247,239,1,3,5,1,4,11,0,51,38,0,60,53,0,2,0,0,45,44,0,10,19,0,9,9,0,6,6,0,4,7,0,3,2,0,8,5,0,3,6,0,10,2,0,7,5,0,5,1,0,4,3,0,5,2,0,1,1,0,2,6,0,1,2,0,2,3,0,2,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,"088 Las demás malformaciones congénitas, deformidades y anomalías congénitas",477,240,237,0,10,7,0,22,15,0,35,26,0,24,22,0,2,2,0,27,42,0,8,11,0,9,5,0,4,12,0,7,8,0,13,7,0,8,6,0,6,9,0,7,8,0,5,3,0,4,6,0,6,4,0,3,5,0,8,10,0,11,11,0,5,6,0,6,6,0,3,1,0,5,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,"089 Signos, síntomas y afecciones mal definidas",1887,1260,620,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28,18,1,14,10,0,13,11,0,13,11,0,9,8,0,7,7,0,31,15,0,56,18,0,80,28,0,87,28,0,75,31,0,77,26,0,77,24,1,89,24,1,99,35,0,98,28,1,88,33,0,64,35,0,86,30,0,41,40,0,57,57,0,32,57,0,27,31,2,10,13,0,0,2,1,2025,defunciones,Cuadro12
3.0,,090 Accidentes de transporte de motor y secuelas,4896,4034,861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,0,11,10,0,12,12,0,37,20,0,323,80,0,490,91,0,491,92,1,404,61,0,346,70,0,310,49,0,233,54,0,218,37,0,241,48,0,275,59,0,185,50,0,162,43,0,135,34,0,100,30,0,39,13,0,15,5,0,2,0,0,1,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,091 Otros accidentes de transporte terrestre,53,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,2,0,1,2,0,2,0,0,0,2,0,3,0,0,9,0,0,6,1,0,4,0,0,4,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,092 Los demás accidentes de transporte y los no especificados y secuelas,59,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,0,4,1,0,5,2,0,6,2,0,1,0,0,4,1,0,4,2,0,4,1,0,2,0,0,2,0,0,3,1,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
3.0,,093 Caídas,1167,799,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,1,0,1,2,0,5,0,0,16,1,0,23,1,0,29,0,0,21,2,0,34,6,0,33,3,0,47,8,0,68,7,0,78,13,0,74,21,0,78,31,0,81,49,0,87,72,0,59,67,0,41,58,0,15,24,0,2,0,0,0,0,0,2025,defunciones,Cuadro12
