columna,columna_1,"CUADRO 3 - Defunciones por grupos de edad y sexo, según departamento, municipio y área donde ocurrió la defunción",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,año,tipo,hoja_origen,cuadro
20.0,20310.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20310.0,,,Rural disperso,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20310.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20383.0,,20383 La Gloria,TOTAL,43,25,18,0,0,0,0,0,0,0,1,0,0,8,1,0,2,1,0,8,6,0,6,10,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20383.0,,,Cabecera municipal,24,11,13,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,3,3,0,5,8,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20383.0,,,Centro poblado,10,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,1,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20383.0,,,Rural disperso,9,9,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20383.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20400.0,,20400 La Jagua de Ibirico,TOTAL,86,57,29,0,1,1,0,0,0,0,0,0,0,14,8,0,12,6,0,17,8,0,13,6,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20400.0,,,Cabecera municipal,56,34,22,0,1,0,0,0,0,0,0,0,0,7,6,0,4,6,0,12,7,0,10,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20400.0,,,Centro poblado,14,9,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,1,0,2,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20400.0,,,Rural disperso,16,14,2,0,0,1,0,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20400.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20443.0,,20443 Manaure Balcón del Cesar,TOTAL,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,4,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20443.0,,,Cabecera municipal,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20443.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20443.0,,,Rural disperso,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20443.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20517.0,,20517 Pailitas,TOTAL,74,46,28,0,1,0,0,0,0,0,0,1,0,9,2,0,9,4,0,19,16,0,7,5,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20517.0,,,Cabecera municipal,64,38,26,0,0,0,0,0,0,0,0,1,0,7,2,0,6,4,0,17,14,0,7,5,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20517.0,,,Centro poblado,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20517.0,,,Rural disperso,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20517.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20550.0,,20550 Pelaya,TOTAL,52,33,19,0,0,0,0,2,0,0,1,2,0,6,0,0,7,4,0,12,5,0,5,7,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20550.0,,,Cabecera municipal,36,22,14,0,0,0,0,2,0,0,1,1,0,2,0,0,5,4,0,9,4,0,3,4,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20550.0,,,Centro poblado,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20550.0,,,Rural disperso,8,7,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20550.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20570.0,,20570 Pueblo Bello,TOTAL,26,17,9,0,0,1,0,0,1,0,2,0,0,2,0,0,3,2,0,7,3,0,2,2,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20570.0,,,Cabecera municipal,19,11,8,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,5,2,0,2,2,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20570.0,,,Centro poblado,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20570.0,,,Rural disperso,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20570.0,,,Sin información,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20614.0,,20614 Río de Oro,TOTAL,38,24,14,0,0,0,0,0,0,0,0,0,0,1,1,0,7,3,0,9,5,0,7,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20614.0,,,Cabecera municipal,18,11,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,0,0,5,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20614.0,,,Centro poblado,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20614.0,,,Rural disperso,13,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,4,1,0,2,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20614.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20621.0,,20621 La Paz,TOTAL,37,22,15,0,0,0,0,1,0,0,1,1,0,3,1,0,8,2,0,7,7,0,2,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20621.0,,,Cabecera municipal,28,16,12,0,0,0,0,0,0,0,0,0,0,1,1,0,7,2,0,6,6,0,2,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20621.0,,,Centro poblado,5,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20621.0,,,Rural disperso,4,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20621.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20710.0,,20710 San Alberto,TOTAL,60,41,19,0,2,1,0,0,0,0,0,1,0,11,3,0,14,5,0,8,7,0,5,2,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20710.0,,,Cabecera municipal,37,21,16,0,2,1,0,0,0,0,0,1,0,5,1,0,4,4,0,6,7,0,4,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20710.0,,,Centro poblado,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20710.0,,,Rural disperso,20,17,3,0,0,0,0,0,0,0,0,0,0,6,2,0,8,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20710.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20750.0,,20750 San Diego,TOTAL,45,31,14,0,1,0,0,0,1,0,0,0,0,6,0,0,10,1,0,8,5,0,6,6,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20750.0,,,Cabecera municipal,29,17,12,0,0,0,0,0,1,0,0,0,0,3,0,0,4,1,0,6,4,0,4,5,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20750.0,,,Centro poblado,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20750.0,,,Rural disperso,10,10,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20750.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20770.0,,20770 San Martín,TOTAL,63,42,21,0,0,0,0,0,0,0,0,1,0,9,0,0,9,4,0,18,9,0,6,7,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20770.0,,,Cabecera municipal,32,19,13,0,0,0,0,0,0,0,0,1,0,5,0,0,3,4,0,8,5,0,3,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20770.0,,,Centro poblado,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,2,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20770.0,,,Rural disperso,13,11,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,0,0,1,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20770.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20787.0,,20787 Tamalameque,TOTAL,43,20,23,0,0,0,0,0,1,0,0,0,0,6,2,0,5,4,0,6,9,0,3,7,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20787.0,,,Cabecera municipal,24,12,12,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,2,5,0,2,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20787.0,,,Centro poblado,12,5,7,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20787.0,,,Rural disperso,7,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20787.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20999.0,,Sin Información,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
20.0,20999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23000.0,23 Córdoba,Total Dpto,TOTAL,9419,5322,4097,0,221,173,0,38,24,0,62,36,0,969,334,0,971,713,0,2034,1644,0,986,1115,0,39,58,0,2,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23000.0,,,Cabecera municipal,7964,4394,3570,0,219,168,0,36,22,0,55,31,0,743,286,0,820,650,0,1738,1449,0,755,922,0,28,42,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23000.0,,,Centro poblado,560,355,205,0,1,1,0,0,1,0,1,2,0,82,18,0,67,20,0,116,77,0,84,78,0,3,8,0,1,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23000.0,,,Rural disperso,754,490,264,0,1,2,0,2,1,0,6,3,0,135,26,0,76,33,0,142,95,0,121,96,0,7,8,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23000.0,,,Sin información,141,83,58,0,0,2,0,0,0,0,0,0,0,9,4,0,8,10,0,38,23,0,26,19,0,1,0,0,1,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23001.0,,23001 Montería,TOTAL,5891,3206,2685,0,198,151,0,34,18,0,46,26,0,496,237,0,618,530,0,1297,1114,0,506,584,0,11,25,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23001.0,,,Cabecera municipal,5682,3074,2608,0,198,149,0,33,18,0,45,26,0,464,230,0,597,523,0,1260,1089,0,466,554,0,11,19,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23001.0,,,Centro poblado,78,55,23,0,0,0,0,0,0,0,0,0,0,16,3,0,6,3,0,16,8,0,17,7,0,0,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23001.0,,,Rural disperso,117,69,48,0,0,0,0,1,0,0,1,0,0,16,4,0,12,3,0,18,15,0,21,22,0,0,4,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23001.0,,,Sin información,14,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23068.0,,23068 Ayapel,TOTAL,127,72,55,0,1,0,0,0,0,0,1,0,0,10,5,0,11,9,0,33,16,0,14,24,0,2,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23068.0,,,Cabecera municipal,96,52,44,0,1,0,0,0,0,0,1,0,0,6,3,0,7,8,0,25,11,0,11,21,0,1,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23068.0,,,Centro poblado,15,8,7,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,3,0,2,2,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23068.0,,,Rural disperso,16,12,4,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,6,2,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23068.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23079.0,,23079 Buenavista,TOTAL,60,42,18,0,0,0,0,0,0,0,0,0,0,10,4,0,7,3,0,15,7,0,9,3,0,1,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23079.0,,,Cabecera municipal,27,18,9,0,0,0,0,0,0,0,0,0,0,5,1,0,3,2,0,7,2,0,2,3,0,1,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23079.0,,,Centro poblado,13,12,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,5,1,0,2,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23079.0,,,Rural disperso,19,11,8,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,3,4,0,4,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23079.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23090.0,,23090 Canalete,TOTAL,29,19,10,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,12,6,0,4,1,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23090.0,,,Cabecera municipal,8,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23090.0,,,Centro poblado,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23090.0,,,Rural disperso,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23090.0,,,Sin información,10,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23162.0,,23162 Cereté,TOTAL,414,251,163,0,3,0,0,0,0,0,0,1,0,63,5,0,37,21,0,84,58,0,60,73,0,4,5,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23162.0,,,Cabecera municipal,322,192,130,0,3,0,0,0,0,0,0,1,0,45,4,0,29,17,0,67,48,0,46,57,0,2,3,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23162.0,,,Centro poblado,44,28,16,0,0,0,0,0,0,0,0,0,0,11,1,0,4,1,0,6,5,0,7,8,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23162.0,,,Rural disperso,42,27,15,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,9,5,0,6,7,0,2,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23162.0,,,Sin información,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23168.0,,23168 Chimá,TOTAL,45,27,18,0,0,0,0,0,0,0,0,0,0,9,0,0,5,1,0,11,5,0,2,9,0,0,3,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23168.0,,,Cabecera municipal,11,4,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23168.0,,,Centro poblado,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,4,0,0,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23168.0,,,Rural disperso,9,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23168.0,,,Sin información,11,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23182.0,,23182 Chinú,TOTAL,130,80,50,0,0,0,0,0,0,0,0,0,0,17,3,0,13,6,0,31,17,0,18,22,0,1,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23182.0,,,Cabecera municipal,70,41,29,0,0,0,0,0,0,0,0,0,0,10,3,0,8,2,0,17,6,0,6,16,0,0,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23182.0,,,Centro poblado,30,19,11,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,7,6,0,7,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23182.0,,,Rural disperso,30,20,10,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,7,5,0,5,3,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23182.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23189.0,,23189 Ciénaga de Oro,TOTAL,175,99,76,0,0,1,0,0,1,0,0,0,0,25,5,0,16,5,0,36,29,0,21,34,0,1,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23189.0,,,Cabecera municipal,91,44,47,0,0,1,0,0,0,0,0,0,0,15,2,0,7,4,0,15,19,0,6,20,0,1,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23189.0,,,Centro poblado,46,32,14,0,0,0,0,0,1,0,0,0,0,3,2,0,6,0,0,16,5,0,7,6,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23189.0,,,Rural disperso,34,20,14,0,0,0,0,0,0,0,0,0,0,6,1,0,3,1,0,4,5,0,7,7,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23189.0,,,Sin información,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23300.0,,23300 Cotorra,TOTAL,53,33,20,0,0,0,0,0,0,0,1,0,0,5,0,0,9,4,0,13,9,0,4,7,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23300.0,,,Cabecera municipal,29,17,12,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,7,3,0,3,6,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23300.0,,,Centro poblado,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23300.0,,,Rural disperso,12,9,3,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1,0,3,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23300.0,,,Sin información,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23350.0,,23350 La Apartada,TOTAL,50,33,17,0,0,0,0,0,1,0,0,0,0,9,3,0,7,4,0,11,4,0,6,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23350.0,,,Cabecera municipal,44,30,14,0,0,0,0,0,1,0,0,0,0,9,3,0,7,4,0,10,3,0,4,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23350.0,,,Centro poblado,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23350.0,,,Rural disperso,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23350.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23417.0,,23417 Lorica,TOTAL,545,300,245,0,11,12,0,1,0,0,5,1,0,53,18,0,49,28,0,112,95,0,68,86,0,1,5,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23417.0,,,Cabecera municipal,400,214,186,0,11,12,0,1,0,0,4,1,0,35,12,0,36,21,0,84,73,0,43,63,0,0,4,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23417.0,,,Centro poblado,58,31,27,0,0,0,0,0,0,0,0,0,0,10,3,0,4,4,0,9,10,0,8,9,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23417.0,,,Rural disperso,79,52,27,0,0,0,0,0,0,0,1,0,0,8,3,0,9,3,0,18,10,0,15,11,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23417.0,,,Sin información,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23419.0,,23419 Los Córdobas,TOTAL,29,20,9,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,6,3,0,2,3,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23419.0,,,Cabecera municipal,6,4,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23419.0,,,Centro poblado,7,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23419.0,,,Rural disperso,16,12,4,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,3,2,0,2,1,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23419.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
23.0,23464.0,,23464 Momil,TOTAL,39,29,10,0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,0,11,7,0,6,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
